Nom gare;Code Gare;Type jour;Annee;Date;Ligne;Axe;Tranche horaire;Montants;COVID
ARBORETUM;87704320;SAM;2021;2021-09-11;T4;T4;Avant 6h;1;Après COVID
ARBORETUM;87704320;SAM;2021;2021-09-18;T4;T4;De 10h à 16h;36;Après COVID
ARBORETUM;87704320;SAM;2021;2021-09-18;T4;T4;De 6h à 10h;62;Après COVID
ARCUEIL CACHAN;87758672;JOB;2019;2019-03-28;B;B;Avant 6h;18;Avant COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J4;Après 20h;376;Après COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J4;De 16h à 20h;1132;Après COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J6;Après 20h;647;Après COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J6;De 16h à 20h;1766;Après COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J4;De 16h à 20h;2319;Après COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J6;Avant 6h;239;Après COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J6;De 6h à 10h;6949;Après COVID
ARGENTEUIL;87381848;SAM;2021;2021-10-09;J;J6;Avant 6h;91;Après COVID
ARPAJON;87545467;DIM;2017;2017-04-23;C;C;De 6h à 10h;110;Avant COVID
ARPAJON;87545467;JOB;2017;2017-04-25;C;C;Après 20h;91;Avant COVID
ASNIERES SUR SEINE;87381137;DIM;2021;2021-10-10;L;L2;Après 20h;253;Après COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;J;J4;De 10h à 16h;1951;Après COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;J;J4;De 16h à 20h;3970;Après COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L2;Après 20h;423;Après COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L2;De 16h à 20h;1485;Après COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L3;Avant 6h;67;Après COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L3;De 6h à 10h;3859;Après COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;J;J4;De 16h à 20h;2197;Après COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;J;J4;De 6h à 10h;931;Après COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;J;J6;Après 20h;47;Après COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;L;L2;De 6h à 10h;607;Après COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;L;L3;Avant 6h;30;Après COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;L;L3;De 16h à 20h;1693;Après COVID
ATHIS MONS;87545251;DIM;2017;2017-04-23;C;C;Après 20h;101;Avant COVID
ATHIS MONS;87545251;DIM;2017;2017-04-23;C;C;Avant 6h;3;Avant COVID
ATHIS MONS;87545251;JOB;2017;2017-04-25;C;C;De 10h à 16h;661;Avant COVID
ATHIS MONS;87545251;SAM;2017;2017-04-22;C;C;Avant 6h;17;Avant COVID
AUBERGENVILLE ELISABETHVILLE;87386730;JOB;2021;2021-12-07;J;J5;De 16h à 20h;564;Après COVID
AULNAY SOUS BOIS;87271411;DIM;2019;2019-03-17;B;B;De 16h à 20h;3413;Avant COVID
AULNAY SOUS BOIS;87271411;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;1686;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;De 6h à 10h;3038;Avant COVID
AULNAY SOUS BOIS;87271411;JOB;2021;2021-10-06;K;K;De 10h à 16h;140;Après COVID
AULNAY SOUS BOIS;87271411;SAM;2019;2019-03-16;B;B;De 6h à 10h;4384;Avant COVID
AUVERS SUR OISE;87276543;DIM;2021;2021-10-10;H;H;De 6h à 10h;13;Après COVID
AUVERS SUR OISE;87276543;JOB;2021;2021-10-06;H;H;Après 20h;5;Après COVID
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;DIM;2017;2017-04-23;C;C;De 10h à 16h;389;Avant COVID
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;De 10h à 16h;670;Avant COVID
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;SAM;2017;2017-04-22;C;C;Après 20h;262;Avant COVID
AVENUE FOCH;87381038;DIM;2017;2017-04-23;C;C;Après 20h;85;Avant COVID
AVENUE FOCH;87381038;JOB;2017;2017-04-25;C;C;Après 20h;240;Avant COVID
AVENUE FOCH;87381038;SAM;2017;2017-04-22;C;C;De 16h à 20h;383;Avant COVID
AVENUE HENRI MARTIN;87381046;SAM;2017;2017-04-22;C;C;Après 20h;90;Avant COVID
BAGNEAUX SUR LOING;87684191;DIM;2017;2017-03-12;R;R;Avant 6h;2;Avant COVID
BAGNEAUX SUR LOING;87684191;DIM;2017;2017-03-12;R;R;De 10h à 16h;43;Avant COVID
BAGNEAUX SUR LOING;87684191;DIM;2017;2017-03-12;R;R;De 16h à 20h;60;Avant COVID
BAGNEAUX SUR LOING;87684191;SAM;2017;2017-03-11;R;R;Avant 6h;6;Avant COVID
BAGNEUX;87758680;JOB;2019;2019-03-28;B;B;De 16h à 20h;561;Avant COVID
BALLANCOURT;87681437;DIM;2019;2019-03-24;D;D;De 10h à 16h;146;Avant COVID
BALLANCOURT;87681437;JOB;2019;2019-03-26;D;D;De 10h à 16h;150;Avant COVID
BECON LES BRUYERES;87382002;DIM;2021;2021-10-10;L;L2;De 16h à 20h;956;Après COVID
BECON LES BRUYERES;87382002;JOB;2021;2021-10-06;L;L2;Après 20h;414;Après COVID
BECON LES BRUYERES;87382002;JOB;2021;2021-10-06;L;L2;De 6h à 10h;3034;Après COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L2;De 16h à 20h;1266;Après COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L3;Avant 6h;27;Après COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L3;De 16h à 20h;1370;Après COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L3;De 6h à 10h;478;Après COVID
BELLEVUE;87393116;DIM;2018;2018-10-14;N;N;Après 20h;76;Avant COVID
BELLEVUE;87393116;JOB;2018;2018-10-16;N;N;Avant 6h;8;Avant COVID
BELLEVUE;87393116;SAM;2018;2018-10-20;N;N;De 10h à 16h;497;Avant COVID
BELLOY SAINT-MARTIN;87276550;DIM;2021;2021-10-10;H;H;De 10h à 16h;36;Après COVID
BELLOY SAINT-MARTIN;87276550;JOB;2021;2021-10-06;H;H;De 16h à 20h;49;Après COVID
BESSANCOURT;87276642;DIM;2021;2021-10-10;H;H;Avant 6h;10;Après COVID
BESSANCOURT;87276642;DIM;2021;2021-10-10;H;H;De 6h à 10h;70;Après COVID
BEYNES;87393363;DIM;2018;2018-10-14;N;N;Après 20h;7;Avant COVID
BEYNES;87393363;DIM;2018;2018-10-14;N;N;De 16h à 20h;34;Avant COVID
BEYNES;87393363;SAM;2018;2018-10-20;N;N;De 10h à 16h;102;Avant COVID
BEYNES;87393363;SAM;2018;2018-10-20;N;N;De 6h à 10h;33;Avant COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;DIM;2017;2017-04-23;C;C;De 10h à 16h;6167;Avant COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;DIM;2017;2017-04-23;C;C;De 16h à 20h;6368;Avant COVID
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;JOB;2017;2017-04-25;C;C;De 10h à 16h;9354;Avant COVID
BIEVRES;87393546;DIM;2017;2017-04-23;C;C;Après 20h;13;Avant COVID
BIEVRES;87393546;JOB;2017;2017-04-25;C;C;De 10h à 16h;137;Avant COVID
BIEVRES;87393546;SAM;2017;2017-04-22;C;C;De 10h à 16h;113;Avant COVID
BOIGNEVILLE;87684407;DIM;2019;2019-03-24;D;D;Après 20h;4;Avant COVID
BOIS COLOMBES;87381079;JOB;2021;2021-10-06;J;J4;Après 20h;381;Après COVID
BOIS COLOMBES;87381079;JOB;2021;2021-10-06;J;J4;De 16h à 20h;2047;Après COVID
BOIS LE ROI;87682203;DIM;2017;2017-03-12;R;R;Après 20h;72;Avant COVID
BOIS LE ROI;87682203;DIM;2017;2017-03-12;R;R;Avant 6h;2;Avant COVID
BOIS LE ROI;87682203;JOB;2017;2017-03-07;R;R;Avant 6h;53;Avant COVID
BOIS LE ROI;87682203;JOB;2017;2017-03-07;R;R;De 10h à 16h;338;Avant COVID
BOISSISE LE ROI;87682518;JOB;2019;2019-03-26;D;D;De 6h à 10h;142;Avant COVID
BOISSY L'AILLERIE;87381152;JOB;2021;2021-10-06;J;J6;De 10h à 16h;80;Après COVID
BOISSY L'AILLERIE;87381152;SAM;2021;2021-10-09;J;J6;De 16h à 20h;34;Après COVID
BONDY;87113407;DIM;2016;2016-10-02;E;E;Après 20h;580;Avant COVID
BONDY;87113407;DIM;2016;2016-10-02;E;E;De 16h à 20h;1766;Avant COVID
BONDY;87113407;DIM;2016;2016-10-02;E;E;De 6h à 10h;956;Avant COVID
BONDY;87113407;DIM;2021;2021-09-12;T4;T4;Avant 6h;16;Après COVID
BONDY;87113407;JOB;2016;2016-10-04;E;E;Après 20h;635;Avant COVID
BONDY;87113407;JOB;2016;2016-10-04;E;E;De 10h à 16h;3057;Avant COVID
BONDY;87113407;JOB;2016;2016-10-04;E;E;De 16h à 20h;2972;Avant COVID
BONDY;87113407;JOB;2016;2016-10-04;E;E;De 6h à 10h;7559;Avant COVID
BONDY;87113407;SAM;2021;2021-09-18;T4;T4;Avant 6h;21;Après COVID
BONNIERES;87415893;JOB;2021;2021-12-07;J;J5;De 6h à 10h;950;Après COVID
BORAN SUR OISE;87276444;DIM;2021;2021-10-10;H;H;Après 20h;1;Après COVID
BORAN SUR OISE;87276444;JOB;2021;2021-10-06;H;H;De 6h à 10h;26;Après COVID
BORAN SUR OISE;87276444;SAM;2021;2021-10-09;H;H;De 6h à 10h;3;Après COVID
BOUFFEMONT MOISSELLES;87276485;DIM;2021;2021-10-10;H;H;Après 20h;37;Après COVID
BOUFFEMONT MOISSELLES;87276485;DIM;2021;2021-10-10;H;H;Avant 6h;9;Après COVID
BOUFFEMONT MOISSELLES;87276485;JOB;2021;2021-10-06;H;H;Après 20h;41;Après COVID
BOUFFEMONT MOISSELLES;87276485;JOB;2021;2021-10-06;H;H;Avant 6h;41;Après COVID
BOUFFEMONT MOISSELLES;87276485;JOB;2021;2021-10-06;H;H;De 10h à 16h;386;Après COVID
BOUFFEMONT MOISSELLES;87276485;JOB;2021;2021-10-06;H;H;De 6h à 10h;997;Après COVID
BOUGIVAL;87382440;DIM;2021;2021-10-10;L;L2;De 6h à 10h;51;Après COVID
BOULAINVILLIERS;87543181;DIM;2017;2017-04-23;C;C;De 10h à 16h;679;Avant COVID
BOULAINVILLIERS;87543181;SAM;2017;2017-04-22;C;C;Après 20h;293;Avant COVID
BOULAINVILLIERS;87543181;SAM;2017;2017-04-22;C;C;Avant 6h;1;Avant COVID
BOULAINVILLIERS;87543181;SAM;2017;2017-04-22;C;C;De 16h à 20h;920;Avant COVID
BOURAY;87545178;SAM;2017;2017-04-22;C;C;Avant 6h;16;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-28;B;B;De 16h à 20h;3676;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-04-02;B;B;De 10h à 16h;1518;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-04-02;B;B;De 16h à 20h;376;Avant COVID
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;De 16h à 20h;32;Avant COVID
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;De 6h à 10h;86;Avant COVID
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;Avant 6h;250;Avant COVID
BOUSSY SAINT-ANTOINE;87682138;SAM;2019;2019-03-23;D;D;De 10h à 16h;1739;Avant COVID
BOUSSY SAINT-ANTOINE;87682138;SAM;2019;2019-03-23;D;D;De 6h à 10h;744;Avant COVID
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;Avant 6h;14;Avant COVID
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;De 16h à 20h;55;Avant COVID
BOUTIGNY;87681478;SAM;2019;2019-03-23;D;D;Après 20h;19;Avant COVID
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 10h à 16h;2134;Avant COVID
BRETIGNY;87545194;SAM;2017;2017-04-22;C;C;De 16h à 20h;1341;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;JOB;2017;2017-04-25;C;C;De 6h à 10h;675;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;SAM;2017;2017-04-22;C;C;Après 20h;33;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;SAM;2017;2017-04-22;C;C;De 10h à 16h;164;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;SAM;2017;2017-04-22;C;C;De 16h à 20h;93;Avant COVID
BREUILLET VILLAGE;87545491;DIM;2017;2017-04-23;C;C;Avant 6h;4;Avant COVID
BREUILLET VILLAGE;87545491;DIM;2017;2017-04-23;C;C;De 6h à 10h;62;Avant COVID
BREUILLET VILLAGE;87545491;JOB;2017;2017-04-25;C;C;De 6h à 10h;759;Avant COVID
BREVAL;87381624;DIM;2021;2021-12-05;J;J5;De 16h à 20h;19;Après COVID
BREVAL;87381624;SAM;2021;2021-12-04;J;J5;De 6h à 10h;14;Après COVID
BRIGEOLLET;87111111;JOB;2017;2017-04-25;C;C;De 10h à 16h;2;Avant COVID
BRIGEOLLET;87111111;SAM;2017;2017-04-22;C;C;De 16h à 20h;0;Avant COVID
BRUNOY;87682120;DIM;2019;2019-03-24;D;D;De 16h à 20h;773;Avant COVID
BRUNOY;87682120;JOB;2019;2019-03-26;D;D;De 16h à 20h;1885;Avant COVID
BRUNOY;87682120;SAM;2019;2019-03-23;D;D;De 16h à 20h;1137;Avant COVID
BRUYERES SUR OISE;87276451;JOB;2021;2021-10-06;H;H;Avant 6h;1;Après COVID
BRUYERES SUR OISE;87276451;JOB;2021;2021-10-06;H;H;De 6h à 10h;111;Après COVID
BRUYERES SUR OISE;87276451;SAM;2021;2021-10-09;H;H;De 16h à 20h;22;Après COVID
BUEIL;87387092;DIM;2021;2021-12-05;J;J5;De 16h à 20h;26;Après COVID
BUEIL;87387092;DIM;2021;2021-12-05;J;J5;De 6h à 10h;6;Après COVID
BUEIL;87387092;JOB;2021;2021-12-07;J;J5;De 6h à 10h;145;Après COVID
BUNO GIRONVILLE;87681510;DIM;2019;2019-03-24;D;D;Après 20h;2;Avant COVID
BUNO GIRONVILLE;87681510;DIM;2019;2019-03-24;D;D;De 16h à 20h;22;Avant COVID
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Après 20h;0;Avant COVID
BUNO GIRONVILLE;87681510;SAM;2019;2019-03-23;D;D;Après 20h;0;Avant COVID
BUNO GIRONVILLE;87681510;SAM;2019;2019-03-23;D;D;Avant 6h;1;Avant COVID
CERGY LE HAUT;87382655;JOB;2021;2021-10-06;L;L3;Après 20h;0;Après COVID
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;De 10h à 16h;5344;Avant COVID
CERGY PREFECTURE;87381905;JOB;2021;2021-10-06;L;L3;De 16h à 20h;2084;Après COVID
CERGY PREFECTURE;87381905;SAM;2014;2014-05-17;A;A;De 6h à 10h;1486;Avant COVID
CERGY SAINT-CHRISTOPHE;87382499;SAM;2014;2014-05-17;A;A;De 10h à 16h;4362;Avant COVID
CERNAY;87276063;JOB;2017;2017-04-25;C;C;De 6h à 10h;1794;Avant COVID
CERNAY;87276063;SAM;2021;2021-10-09;H;H;Après 20h;63;Après COVID
CERNAY;87276063;SAM;2021;2021-10-09;H;H;Avant 6h;21;Après COVID
CERNAY;87276063;SAM;2021;2021-10-09;H;H;De 6h à 10h;135;Après COVID
CESSON;87682161;DIM;2019;2019-03-24;D;D;Après 20h;92;Avant COVID
CESSON;87682161;JOB;2019;2019-03-26;D;D;De 10h à 16h;681;Avant COVID
CESSON;87682161;JOB;2019;2019-03-26;D;D;De 16h à 20h;537;Avant COVID
CESSON;87682161;SAM;2019;2019-03-23;D;D;De 10h à 16h;572;Avant COVID
CHAILLY BOISSY LE CHATEL;87116343;DIM;2019;2019-05-12;P;P;De 16h à 20h;0;Avant COVID
CHAILLY BOISSY LE CHATEL;87116343;DIM;2019;2019-05-12;P;P;De 6h à 10h;0;Avant COVID
CHAILLY BOISSY LE CHATEL;87116343;JOB;2019;2019-05-14;P;P;De 16h à 20h;2;Avant COVID
CHAILLY BOISSY LE CHATEL;87116343;JOB;2019;2019-05-14;P;P;De 6h à 10h;1;Avant COVID
CHAILLY BOISSY LE CHATEL;87116343;SAM;2019;2019-05-11;P;P;Après 20h;0;Avant COVID
CHAILLY BOISSY LE CHATEL;87116343;SAM;2019;2019-05-11;P;P;De 10h à 16h;2;Avant COVID
CHAMARANDE;87545152;DIM;2017;2017-04-23;C;C;Après 20h;13;Avant COVID
CHAMARANDE;87545152;DIM;2017;2017-04-23;C;C;Avant 6h;1;Avant COVID
CHAMARANDE;87545152;SAM;2017;2017-04-22;C;C;De 10h à 16h;55;Avant COVID
CHAMARANDE;87545152;SAM;2017;2017-04-22;C;C;De 16h à 20h;47;Avant COVID
CHAMP DE COURSES D'ENGHIEN;87276030;DIM;2021;2021-10-10;H;H;Avant 6h;31;Après COVID
CHAMP DE COURSES D'ENGHIEN;87276030;DIM;2021;2021-10-10;H;H;De 16h à 20h;389;Après COVID
CHAMP DE COURSES D'ENGHIEN;87276030;JOB;2021;2021-10-06;H;H;De 16h à 20h;708;Après COVID
CHAMP DE MARS TOUR EIFFEL;87393058;DIM;2017;2017-04-23;C;C;Avant 6h;20;Avant COVID
CHAMP DE MARS TOUR EIFFEL;87393058;DIM;2017;2017-04-23;C;C;De 10h à 16h;2963;Avant COVID
CHAMP DE MARS TOUR EIFFEL;87393058;JOB;2017;2017-04-25;C;C;De 6h à 10h;3529;Avant COVID
CHAMP DE MARS TOUR EIFFEL;87393058;SAM;2017;2017-04-22;C;C;De 6h à 10h;900;Avant COVID
CHAMPAGNE SUR OISE;87276519;DIM;2021;2021-10-10;H;H;De 10h à 16h;98;Après COVID
CHAMPAGNE SUR OISE;87276519;JOB;2021;2021-10-06;H;H;Avant 6h;24;Après COVID
CHAMPAGNE SUR OISE;87276519;JOB;2021;2021-10-06;H;H;De 6h à 10h;305;Après COVID
CHAMPAGNE SUR SEINE;87682450;JOB;2017;2017-03-07;R;R;De 6h à 10h;511;Avant COVID
CHAMPBENOIST POIGNY;87115873;DIM;2019;2019-05-12;P;P;De 10h à 16h;57;Avant COVID
CHAMPBENOIST POIGNY;87115873;SAM;2019;2019-05-11;P;P;De 10h à 16h;60;Avant COVID
CHANGIS SAINT-JEAN;87116509;DIM;2019;2019-05-12;P;P;De 16h à 20h;51;Avant COVID
CHANGIS SAINT-JEAN;87116509;DIM;2019;2019-05-12;P;P;De 6h à 10h;18;Avant COVID
CHANGIS SAINT-JEAN;87116509;JOB;2019;2019-05-21;P;P;Après 20h;0;Avant COVID
CHANGIS SAINT-JEAN;87116509;JOB;2019;2019-05-21;P;P;De 16h à 20h;1;Avant COVID
CHANTILLY GOUVIEUX;87276113;DIM;2019;2019-03-24;D;D;Avant 6h;33;Avant COVID
CHANTILLY GOUVIEUX;87276113;SAM;2019;2019-03-23;D;D;De 10h à 16h;156;Avant COVID
CHANVAL;87661111;JOB;2017;2017-04-25;C;C;Avant 6h;0;Avant COVID
CHANVAL;87661111;SAM;2017;2017-04-22;C;C;De 6h à 10h;0;Avant COVID
CHAPONVAL;87276162;DIM;2021;2021-10-10;H;H;Après 20h;3;Après COVID
CHAPONVAL;87276162;SAM;2021;2021-10-09;H;H;Après 20h;1;Après COVID
CHARS;87381194;DIM;2021;2021-10-10;J;J6;Après 20h;6;Après COVID
CHARS;87381194;DIM;2021;2021-10-10;J;J6;De 10h à 16h;15;Après COVID
CHARS;87381194;JOB;2021;2021-10-06;J;J6;De 6h à 10h;200;Après COVID
CHARS;87381194;SAM;2021;2021-10-09;J;J6;De 10h à 16h;36;Après COVID
CHARTRETTES;87682419;DIM;2017;2017-03-12;R;R;Avant 6h;0;Avant COVID
CHARTRETTES;87682419;DIM;2017;2017-03-12;R;R;De 10h à 16h;24;Avant COVID
CHARTRETTES;87682419;SAM;2017;2017-03-11;R;R;Après 20h;0;Avant COVID
CHARTRETTES;87682419;SAM;2017;2017-03-11;R;R;De 10h à 16h;12;Avant COVID
CHARTRETTES;87682419;SAM;2017;2017-03-11;R;R;De 16h à 20h;12;Avant COVID
CHATEAU D'EAU;87331111;JOB;2017;2017-04-25;C;C;De 16h à 20h;4;Avant COVID
CHATEAU D'EAU;87331111;SAM;2017;2017-04-22;C;C;De 10h à 16h;3;Avant COVID
CHATEAU THIERRY;87116582;JOB;2019;2019-05-14;P;P;De 10h à 16h;359;Avant COVID
CHATEAU THIERRY;87116582;SAM;2019;2019-05-11;P;P;Après 20h;94;Avant COVID
CHATELET LES HALLES;87758607;JOB;2019;2019-03-21;B;B;Avant 6h;816;Avant COVID
CHATELET LES HALLES;87758607;JOB;2019;2019-03-26;D;D;Avant 6h;266;Avant COVID
CHATELET LES HALLES;87758607;JOB;2019;2019-03-26;D;D;De 16h à 20h;31729;Avant COVID
CHATELET LES HALLES;87758607;JOB;2019;2019-03-28;B;B;Après 20h;12365;Avant COVID
CHATELET LES HALLES;87758607;SAM;2019;2019-03-23;D;D;De 6h à 10h;2830;Avant COVID
CHAUMONT EN VEXIN;87381228;JOB;2021;2021-10-06;J;J6;De 6h à 10h;195;Après COVID
CHAUMONT EN VEXIN;87381228;SAM;2021;2021-10-09;J;J6;De 10h à 16h;19;Après COVID
CHAVILLE RIVE DROITE;87382333;DIM;2021;2021-10-10;L;L2;Après 20h;74;Après COVID
CHAVILLE RIVE DROITE;87382333;DIM;2021;2021-10-10;L;L2;Avant 6h;18;Après COVID
CHAVILLE RIVE DROITE;87382333;SAM;2021;2021-10-09;L;L2;De 16h à 20h;520;Après COVID
CHAVILLE RIVE GAUCHE;87393207;DIM;2018;2018-10-14;N;N;Après 20h;84;Avant COVID
CHAVILLE RIVE GAUCHE;87393207;SAM;2018;2018-10-20;N;N;Avant 6h;15;Avant COVID
CHAVILLE RIVE GAUCHE;87393207;SAM;2018;2018-10-20;N;N;De 10h à 16h;499;Avant COVID
CHAVILLE VELIZY;87393173;DIM;2017;2017-04-23;C;C;De 6h à 10h;111;Avant COVID
CHAVILLE VELIZY;87393173;JOB;2017;2017-04-25;C;C;De 16h à 20h;568;Avant COVID
CHAVILLE VELIZY;87393173;SAM;2017;2017-04-22;C;C;Après 20h;154;Avant COVID
CHAVILLE VELIZY;87393173;SAM;2017;2017-04-22;C;C;Avant 6h;10;Avant COVID
CHELLES GOURNAY;87116111;DIM;2019;2019-03-16;P;P;Après 20h;450;Avant COVID
CHELLES GOURNAY;87116111;JOB;2016;2016-10-04;E;E;De 16h à 20h;1595;Avant COVID
CHELLES GOURNAY;87116111;SAM;2016;2016-10-01;E;E;Après 20h;594;Avant COVID
